Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.80,5000,900,2797.70,4954,0,0.00,0,0.28,1.14,3.30,0.00
1.00,2.00,0.80,1.00,5000,1175,2790.70,3939,0,0.00,0,0.28,1.26,2.81,0.00
1.00,2.00,0.80,0.70,5000,847,2672.80,4554,0,0.00,0,0.13,1.50,4.29,0.00
1.00,2.00,0.80,0.60,5000,1429,2937.10,4992,0,0.00,0,0.18,1.65,3.42,0.00
1.00,2.00,0.80,0.40,5000,636,2535.20,4815,0,0.00,0,0.13,1.82,3.83,0.00
1.00,2.00,0.80,0.30,5000,1410,2884.50,4177,0,0.00,0,0.43,1.85,4.52,0.00
1.00,2.00,0.80,0.10,5000,787,2977.00,4956,0,0.00,0,0.00,2.09,6.23,10.00
1.00,2.00,0.80,0.90,5000,504,3230.60,4954,0,0.00,0,0.10,2.11,4.05,0.00
1.00,2.00,0.80,0.50,5000,665,2845.10,4434,0,0.00,0,0.33,2.15,4.57,0.00
1.00,2.00,0.80,0.20,5000,672,3187.10,4772,0,0.00,0,0.95,2.89,4.85,0.00
1.00,2.00,0.80,0.00,5000,159,3020.40,4732,0,0.00,0,0.52,3.29,6.76,0.00
