Alpha,Beta,Rho,Heuristic weight,MSA patch bias,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.50,0.75,500,132,302.90,496,0,0.00,0,0.00,3.36,8.72,3.33
1.00,2.00,0.80,0.60,0.75,500,94,332.33,499,0,0.00,0,1.22,3.42,7.68,0.00
1.00,2.00,0.80,0.50,0.50,500,144,341.17,493,0,0.00,0,0.00,3.53,7.92,6.67
1.00,2.00,0.80,0.40,0.50,500,101,319.70,498,0,0.00,0,0.00,3.61,8.12,3.33
1.00,2.00,0.80,0.40,0.75,500,84,329.27,486,0,0.00,0,0.40,3.76,10.22,0.00
1.00,2.00,0.80,0.50,1.00,500,76,322.97,496,0,0.00,0,0.23,3.78,11.17,0.00
1.00,2.00,0.80,0.10,1.00,500,124,366.47,496,0,0.00,0,0.00,3.78,9.21,6.67
1.00,2.00,0.80,0.60,0.50,500,68,349.50,497,0,0.00,0,1.22,3.84,8.48,0.00
1.00,2.00,0.80,0.10,0.50,500,106,323.77,498,0,0.00,0,0.00,3.88,11.87,3.33
1.00,2.00,0.80,0.40,1.00,500,53,326.80,473,0,0.00,0,0.00,3.94,10.35,3.33
1.00,2.00,0.80,0.20,0.75,500,37,329.07,496,0,0.00,0,0.00,4.12,7.98,3.33
1.00,2.00,0.80,0.20,0.50,500,144,346.87,493,0,0.00,0,0.00,4.16,11.29,3.33
1.00,2.00,0.80,0.70,0.75,500,82,330.10,487,0,0.00,0,0.40,4.25,10.38,0.00
1.00,2.00,0.80,0.30,0.50,500,103,333.13,492,0,0.00,0,0.00,4.31,13.13,3.33
1.00,2.00,0.80,0.60,1.00,500,110,325.90,495,0,0.00,0,0.00,4.34,15.19,0.00
1.00,2.00,0.80,0.80,0.75,500,114,316.83,498,0,0.00,0,1.01,4.40,10.11,0.00
1.00,2.00,0.80,0.70,1.00,500,29,287.60,491,0,0.00,0,0.79,4.47,8.02,0.00
1.00,2.00,0.80,0.30,0.00,500,168,366.10,499,0,0.00,0,0.23,4.51,9.81,0.00
1.00,2.00,0.80,0.30,0.25,500,168,366.10,499,0,0.00,0,0.23,4.51,9.81,0.00
1.00,2.00,0.80,0.90,0.75,500,48,318.90,498,0,0.00,0,0.38,4.64,10.25,0.00
1.00,2.00,0.80,0.40,0.00,500,47,354.90,498,0,0.00,0,0.00,4.66,9.76,0.00
1.00,2.00,0.80,0.40,0.25,500,47,354.90,498,0,0.00,0,0.00,4.66,9.76,0.00
1.00,2.00,0.80,0.30,0.75,500,133,354.03,498,0,0.00,0,0.00,4.72,10.25,3.33
1.00,2.00,0.80,0.10,0.00,500,177,375.43,493,0,0.00,0,0.48,4.80,12.33,0.00
1.00,2.00,0.80,0.10,0.25,500,177,375.43,493,0,0.00,0,0.48,4.80,12.33,0.00
1.00,2.00,0.80,0.70,0.50,500,99,354.77,498,0,0.00,0,0.23,4.90,11.71,0.00
1.00,2.00,0.80,0.10,0.75,500,76,338.80,498,0,0.00,0,0.00,4.92,14.08,3.33
1.00,2.00,0.80,0.20,0.00,500,85,315.50,493,0,0.00,0,0.00,4.93,9.90,3.33
1.00,2.00,0.80,0.20,0.25,500,85,315.50,493,0,0.00,0,0.00,4.93,9.90,3.33
1.00,2.00,0.80,0.30,1.00,500,64,307.77,494,0,0.00,0,0.00,5.01,9.25,3.33
1.00,2.00,0.80,1.00,1.00,500,49,309.63,499,0,0.00,0,0.60,5.02,10.19,0.00
1.00,2.00,0.80,0.80,0.50,500,78,335.63,495,0,0.00,0,2.32,5.10,10.63,0.00
1.00,2.00,0.80,0.20,1.00,500,141,349.20,499,0,0.00,0,0.00,5.16,11.41,3.33
1.00,2.00,0.80,0.90,0.50,500,179,359.53,499,0,0.00,0,0.63,5.25,8.48,0.00
1.00,2.00,0.80,0.80,1.00,500,40,322.27,497,0,0.00,0,0.40,5.36,10.04,0.00
1.00,2.00,0.80,1.00,0.75,500,175,385.23,497,0,0.00,0,0.48,5.41,9.86,0.00
1.00,2.00,0.80,0.90,1.00,500,27,261.73,487,0,0.00,0,2.56,5.61,8.94,0.00
1.00,2.00,0.80,0.00,0.00,500,238,389.90,495,0,0.00,0,0.22,5.73,11.58,0.00
1.00,2.00,0.80,0.50,0.00,500,62,320.27,488,0,0.00,0,0.00,5.83,11.65,3.33
1.00,2.00,0.80,0.50,0.25,500,62,320.27,488,0,0.00,0,0.00,5.83,11.65,3.33
1.00,2.00,0.80,0.60,0.00,500,43,303.47,498,0,0.00,0,2.10,6.15,14.84,0.00
1.00,2.00,0.80,0.60,0.25,500,43,303.47,498,0,0.00,0,2.10,6.15,14.84,0.00
1.00,2.00,0.80,1.00,0.50,500,125,352.57,495,0,0.00,0,1.76,6.29,9.98,0.00
1.00,2.00,0.80,0.70,0.00,500,99,302.23,498,0,0.00,0,1.89,6.29,10.73,0.00
1.00,2.00,0.80,0.70,0.25,500,99,302.23,498,0,0.00,0,1.89,6.29,10.73,0.00
1.00,2.00,0.80,0.80,0.00,500,47,324.67,491,0,0.00,0,0.40,6.80,11.47,0.00
1.00,2.00,0.80,0.80,0.25,500,47,324.67,491,0,0.00,0,0.40,6.80,11.47,0.00
1.00,2.00,0.80,0.90,0.00,500,86,319.70,496,0,0.00,0,2.49,7.15,10.95,0.00
1.00,2.00,0.80,0.90,0.25,500,86,319.70,496,0,0.00,0,2.49,7.15,10.95,0.00
1.00,2.00,0.80,1.00,0.00,500,43,302.83,497,0,0.00,0,2.50,8.06,14.19,0.00
1.00,2.00,0.80,1.00,0.25,500,43,302.83,497,0,0.00,0,2.50,8.06,14.19,0.00
